index,review,tagging
9338,"조금 밍밍한 거 같아서
들깨 가루 조금 더 넣어서 먹었어요
둘이서 한 끼 적당한 거 같아요","{'조금 밍밍한 거 같아서': '맛/향/풍미', '들깨 가루 조금 더 넣어서 먹었어요': '활용 방법', '둘이서 한 끼 적당한 거 같아요': '양'}"
9339,"본 죽에서  추어탕 나오는 줄 몰랐네요
안심하고 먹어요",{}
9340,국물이 진하고 맛있어요 ㅎ,{'국물이 진하고 맛있어요': '맛/향/풍미'}
9341,"있는 채소 더 넣어서 해 먹었어요
전 국물이 뻑뻑해서 물 한 모금 더 넣고 끓여 먹는 게 좋았어요","{'있는 채소 더 넣어서 해 먹었어요': '활용 방법', '전 국물이 뻑뻑해서 물 한 모금 더 넣고 끓여 먹는 게 좋았어요': '활용 방법'}"
9342,제 입맛에 별로 안 맞아요,{}
9343,편하고 좋아요 맛있게 잘 먹었습니다,{}
9344,재구매는 안 할 듯 요 좀 비려요,{'요 좀 비려요': '맛/향/풍미'}
9345,본 죽 제품 시키면서 같이 구매했는데 맛 있으면 좋겠어요,{}
9346,무슨 맛일까 궁금해서 샀어요,{}
9347,간편하게 좋아요 본 죽 맛,"{'간편하게 좋아요': '활용 방법', '본 죽 맛': '맛/향/풍미'}"
9348,"추어탕 세일로 사 봅니다
냉동 제품이라 비상용이예요","{'추어탕 세일로 사 봅니다': '가격', '냉동 제품이라 비상용이예요': '보관'}"
9349,추어탕은 처음 주문해 보는데 맛있으면 좋겠어요,{'맛있으면 좋겠어요': '맛/향/풍미'}
9350,자연산 송이라고 해서 사 봤어요 맛있을 것 같아요,{'맛있을 것 같아요': '맛/향/풍미'}
9351,꾸덕하긴한데 좀 짜네요 손이 안 가서 두 숟갈 먹고 버렷어요 지금 보니 둘 마트에서 5 처넌 초 반대 ㅋ,"{'꾸덕하긴한데 좀 짜네요': '맛/향/풍미', '손이 안 가서 두 숟갈 먹고 버렷어요': '양', '지금 보니 둘 마트에서 5 처넌 초 반대 ㅋ': '가격'}"
9352,"정말 진하고 맛있어요
양은 딱 1인분이라 아쉽지만 맛은 정말 좋아요
쫄깃한 버섯에 진한 국물 지금 날씨에 강추 해요","{'정말 진하고 맛있어요': '맛/향/풍미', '양은 딱 1인분이라 아쉽지만': '양', '쫄깃한 버섯에 진한 국물': '맛/향/풍미', '지금 날씨에 강추 해요': '활용 방법'}"
9353,한번 먹어 본 걸로 만족해요,{}
9354,"향이 좀 별로고 그냥
좀 별로예요","{'향이 좀 별로고 그냥': '맛/향/풍미', '좀 별로예요': '맛/향/풍미'}"
9355,오 진허거 좋아요 죽인가 국인가 ㄹㅎ,{}
9356,실온 보관이라는 점이 좋아요 ,{'실온 보관이라는 점이 좋아요': '보관'}
9357,실온 보관이라 보관이 좋고 들깨가 꾸덕해서 좋아요,"{'실온 보관이라 보관이 좋고': '보관', '들깨가 꾸덕해서 좋아요': '맛/향/풍미'}"
9358,평 좋아서 구매해 봅니다 ,{}
9359,좋아요 한 끼  잘 먹었어요,{}
9360,"맛있어요
아이가 잘 먹어요","{'맛있어요': '맛/향/풍미', '아이가 잘 먹어요': '활용 방법'}"
9361,다시 주문 안 한 디 쓰레기 마켓컬리야,{}
9362,살짝 인스턴트 맛과 향이 나는 게 느껴져서 마늘하고 파를 넣었더니 먹을 만 했어요,"{'살짝 인스턴트 맛과 향이 나는 게 느껴져서': '맛/향/풍미', '마늘하고 파를 넣었더니 먹을 만 했어요': '활용 방법'}"
9363,엥 기대한 맛이랑 달라서 애매해요,{'기대한 맛이랑 달라서 애매해요': '맛/향/풍미'}
9364,버섯 향이 진동하네요 국물은 멀건 편입니다,"{'버섯 향이 진동하네요': '맛/향/풍미', '국물은 멀건 편입니다': '맛/향/풍미'}"
9365,들어 있는 버섯 양이 적어서 새송이를 막 썰어 넣었더니 전반적으로 싱거워져서 맛이 없더라고요 그냥 있는 그대로 먹는 게 나요,"{'들어 있는 버섯 양이 적어서': '양', '전반적으로 싱거워져서 맛이 없더라고요': '맛/향/풍미', '그냥 있는 그대로 먹는 게 나요': '활용 방법'}"
9366,상온 보관 가능해서 좋아요,{'상온 보관 가능해서 좋아요': '보관'}
9367,맛있고 엄청나게 진득해요 거의 들깨 스프라고 보심 됨 ,"{'맛있고 엄청나게 진득해요': '맛/향/풍미', '거의 들깨 스프라고 보심 됨': '맛/향/풍미'}"
9368,맛은 괜찮은데 또 사지는 않을 듯 해요 송이버섯이 넘 조금 들어 있어요,"{'맛은 괜찮은데 또 사지는 않을 듯 해요': '맛/향/풍미', '송이버섯이 넘 조금 들어 있어요': '양'}"
9369,"송이버섯 들깨 탕 둘 다 건강에 좋은 
면역력에 좋은 음식 잘 먹었습니다 ","{'송이버섯 들깨 탕 둘 다 건강에 좋은': '맛/향/풍미', '면역력에 좋은 음식 잘 먹었습니다': '맛/향/풍미'}"
9370,컨디션 않 좋을 때 먹으면 좋아요,{}
9371,괜찮아요 상온 보관 좋아요,{'상온 보관 좋아요': '보관'}
9372,생각보다 별로라 하시네요 평이 괜찮아서 구매했는데 ㅜ,{}
9373,딱 한 끼 분량이라 좋네요,{'딱 한 끼 분량이라 좋네요': '양'}
9374,"잘 먹었어요 맛있어요 국물이 꾸덕하고 엄청 진해요
코스 요리에서 에피타이저 같아요 고 급진 맛","{'잘 먹었어요': '맛/향/풍미', '맛있어요': '맛/향/풍미', '국물이 꾸덕하고 엄청 진해요': '맛/향/풍미', '고 급진 맛': '맛/향/풍미'}"
9375,컬리에서 산 국 중에 제일 맛있습니다,{'컬리에서 산 국 중에 제일 맛있습니다': '맛/향/풍미'}
9376,버섯 들깨 탕 맛 괜찮아요,{'버섯 들깨 탕 맛 괜찮아요': '맛/향/풍미'}
9377,버섯 향이 많이 나고 고소 걸 죽 해요,"{'버섯 향이 많이 나고': '맛/향/풍미', '고소 걸 죽 해요': '맛/향/풍미'}"
9378,아직인데 평이 좋아 샀어요,{}
9379,식감 부드럽고 먹기 좋네요 구수한 맛도 있어요,"{'식감 부드럽고 먹기 좋네요': '맛/향/풍미', '구수한 맛도 있어요': '맛/향/풍미'}"
9380,들깨 탕 고소하니 맛있어요,{'들깨 탕 고소하니 맛있어요': '맛/향/풍미'}
9381,오 맛이 아주 깊네요  구수함요,"{'오 맛이 아주 깊네요': '맛/향/풍미', '구수함요': '맛/향/풍미'}"
9382,밍밍할까 걱정했는데 간도 적당하니 맛있에요 재구매해야겠어요,{'간도 적당하니 맛있에요': '맛/향/풍미'}
9383,사진을 못 찍었네요 맛있어요 재구매 의향 있어요,"{'맛있어요': '맛/향/풍미', '재구매 의향 있어요': '가격'}"
9384,맛보기 전인데 실온 보관인 점 마음에 들어요,{'실온 보관인 점 마음에 들어요': '보관'}
9385,"저는 씁쓸한 맛이 나서 그저 그랬는데
남편은 맛있다 하네요","{'씁쓸한 맛이 나서 그저 그랬는데': '맛/향/풍미', '남편은 맛있다 하네요': '맛/향/풍미'}"
9386,후기 좋아서 구매했어요 굿,{}
9387,버섯 향이 진하네요  들깨 좋아하는데  진하고 맛있어요,"{'버섯 향이 진하네요': '맛/향/풍미', '진하고 맛있어요': '맛/향/풍미'}"
9388,맛있 거 잘 먹었습니다,{'맛있 거 잘 먹었습니다': '맛/향/풍미'}
9389,그냥 출근하는 신랑 호로록 먹으라고 사 봤는데 거창하게 탕으로 하기엔 버섯 양이 소박하니 ㅋ 버섯 조금 더 넣고 싱거워지면 약간 간을 추가하면 될 것 같아요 ,"{'버섯 양이 소박하니': '양', '버섯 조금 더 넣고 싱거워지면 약간 간을 추가하면 될 것 같아요': '맛/향/풍미'}"
9390,"그냥 버섯 들깨 탕이에요
송 이향은 모르겠던데요",{'그냥 버섯 들깨 탕이에요': '맛/향/풍미'}
9391,양도 딱 1 인분이고 넘 고소해요,"{'양도 딱 1 인분이고': '양', '넘 고소해요': '맛/향/풍미'}"
9392,들깨 탕 정말 맛있어요,{'들깨 탕 정말 맛있어요': '맛/향/풍미'}
9393,"너무 맛있어요 고소하고
쟁여 두려고 재주문 가요","{'너무 맛있어요': '맛/향/풍미', '고소하고': '맛/향/풍미', '쟁여 두려고 재주문 가요': '보관'}"
9394,송이버섯 형이 좀 나는대요 ,{'송이버섯 형이 좀 나는대요': '맛/향/풍미'}
9395,제가 들깨 탕을 너무 좋아해서  사 봤는데 구수하니 걸쭉하고 맛있어요,{'구수하니 걸쭉하고 맛있어요': '맛/향/풍미'}
9396,유툽에서 들깨 탕으로 만두국을 해 먹더라구요 그래서 컬리에서 산 비비고 만두랑 같이 해서 들깨 만두국 만들어 먹었어요 자극적이지 않고 맛있게 한 끼 했네요 사진은 먹고 나서 냉장고에 있는 거 찍은 거라 좀 별로인데 뜨끈한 국물에 만두 좋아하시는 분은 한번 해 드셔 보세요 맛이 괜찮아요,"{'유툽에서 들깨 탕으로 만두국을 해 먹더라구요': '활용 방법', '자극적이지 않고 맛있게 한 끼 했네요': '맛/향/풍미', '뜨끈한 국물에 만두 좋아하시는 분은 한번 해 드셔 보세요': '활용 방법', '맛이 괜찮아요': '맛/향/풍미'}"
9397,"흠 저는 그냥 쏘쏘하네요
살짝 인스턴트 향이 나는 것 같아요
화장품 향 이게 송이 냄새인지 모르겠네요","{'저는 그냥 쏘쏘하네요': '맛/향/풍미', '살짝 인스턴트 향이 나는 것 같아요': '맛/향/풍미', '화장품 향 이게 송이 냄새인지 모르겠네요': '맛/향/풍미'}"
9398,이거 양 작지만 맛있어요,"{'양 작지만': '양', '맛있어요': '맛/향/풍미'}"
9399,맛 있는데 양이 좀 적습니다,"{'맛 있는데': '맛/향/풍미', '양이 좀 적습니다': '양'}"
9400,인삼 향 꽤 느껴지고 느끼하지 않아 좋아요,"{'인삼 향 꽤 느껴지고': '맛/향/풍미', '느끼하지 않아 좋아요': '맛/향/풍미'}"
9401,인삼 품은 소꼬리 곰탕은 진하고 푹 오래 삶은 고기도 많이 들었어요 맛도 진하고 전부 좋은데 물을 제법 부었는데도 간이 좀 세요,"{'인삼 품은 소꼬리 곰탕은 진하고 푹 오래 삶은 고기도 많이 들었어요': '양', '맛도 진하고 전부 좋은데': '맛/향/풍미', '물을 제법 부었는데도 간이 좀 세요': '맛/향/풍미'}"
9402,냉장 배송으로 왔지만 실온 보관하라 써 있음,{'냉장 배송으로 왔지만 실온 보관하라 써 있음': '포장/배송'}
9403,꼬리 곰탕 가성비 갑입니다,{'꼬리 곰탕 가성비 갑입니다': '가격'}
9404,"국물이 걸쭉하고 
고기도 넉넉해요","{'국물이 걸쭉하고': '맛/향/풍미', '고기도 넉넉해요': '양'}"
9405,"혼자 계신 엄마에게 배송해 드렸는데 양도 푸짐하고 맛있다고 만족하셨어요
입맛도 까다롭고 요리 솜씨 좋은 엄마가 맛있게 드셨다니 재구매 꼭 해야겠어요","{'양도 푸짐하고': '양', '맛있다고 만족하셨어요': '맛/향/풍미', '재구매 꼭 해야겠어요': '보관'}"
9406,진하고 꼬리가 엄청 많아요,"{'진하고': '맛/향/풍미', '꼬리가 엄청 많아요': '양'}"
9407,"맛은 있는데 기름이 완전 장난 아님
한참 걷어 내고 먹었어요","{'맛은 있는데 기름이 완전 장난 아님': '맛/향/풍미', '한참 걷어 내고 먹었어요': '맛/향/풍미'}"
9408,좋아요 좋아요 좋아요 좋아요,{}
9409,너무 삶아서 고기가 식갑은없꼬 녹습니다,"{'너무 삶아서 고기가 식갑은없꼬': '맛/향/풍미', '녹습니다': '맛/향/풍미'}"
9410,"흠
고기가 좀 질이 별로
국물은 짠 편이라 물 넣고 끓여야함
이거 먹고 바로 다른 갈비탕 주문
재구매는 없을 듯","{'고기가 좀 질이 별로': '맛/향/풍미', '국물은 짠 편이라 물 넣고 끓여야함': '맛/향/풍미', '재구매는 없을 듯': '가격'}"
9411,할인할 때 많이 사 둬야겠어요 가게에서 먹는 맛이에요,"{'할인할 때 많이 사 둬야겠어요': '보관', '가게에서 먹는 맛이에요': '맛/향/풍미'}"
9412,재구매합니다 늘 좋아요 감,{}
9413,"진실된 손맛 정말 맛나요
성분도 나쁘지 않고 소꼬리도 실하네요 다음에 또 구매할 겁니다
가격 대비 너무 좋아용","{'진실된 손맛 정말 맛나요': '맛/향/풍미', '성분도 나쁘지 않고 소꼬리도 실하네요': '양', '가격 대비 너무 좋아용': '가격'}"
9414,믿고 먹는 제품이라 세일하길래 쟁였어요,{}
9415,"소 꼬리가 정말 부드럽네요 
씹기도 전에 샤르르 녹아 내리는 느낌 ㅎ","{'소 꼬리가 정말 부드럽네요': '맛/향/풍미', '씹기도 전에 샤르르 녹아 내리는 느낌 ㅎ': '맛/향/풍미'}"
9416,먹을 만한데 양이 좀 적네요,{'먹을 만한데 양이 좀 적네요': '양'}
9417,먹고 싶어서 주문했는데 맛있어요,{'맛있어요': '맛/향/풍미'}
9418,사진은 못 찍었는데 맛있었어요 국물도 진하고  뼈에 고기도  적당히 붙어 있고요 ,"{'맛있었어요': '맛/향/풍미', '국물도 진하고': '맛/향/풍미', '뼈에 고기도 적당히 붙어 있고요': '양'}"
9419,어 직 안 먹음 기대는 됌,{}
9420,아주 괜찮아요 간도 세지 않고,"{'아주 괜찮아요': '맛/향/풍미', '간도 세지 않고': '맛/향/풍미'}"
9421,꼬리 곰탕 먹고 싶어서 사 봄,{}
9422,가격 대비 꼬리도 많이 들었고 맛있었다고 합니다,"{'가격 대비 꼬리도 많이 들었고': '가격', '맛있었다고 합니다': '맛/향/풍미'}"
9423,"마감 세일하길래 구입해 봤어요 큰 기대 안 하고 구입했는데 이게 어찌 된 거죠 너무 맛있어요 
4 인이라 두 봉지 데웠는데 국물도 진 하고 꼬리도 살살 발리고 너무 맛있어요 가족들도 이거 너무 맛있다고  재재재재구매템예정입니다 너무 맛있는 한 끼였어요 생각해 보니 지금은 안 파는 진실된 손맛 제품들도 맛있는 게 너무 많았어요 이거 실온 보관도 되고 날짜도 길어 비상쟁여템으로 좋을 거 같아요 강추추추추 추천 마구 마구 합니다 특히나 세일이면 무조껀이요","{'너무 맛있어요': '맛/향/풍미', '국물도 진 하고': '맛/향/풍미', '가족들도 이거 너무 맛있다고': '맛/향/풍미', '재재재재구매템예정입니다': '보관', '이거 실온 보관도 되고 날짜도 길어': '보관', '비상쟁여템으로 좋을 거 같아요': '보관', '강추추추추 추천 마구 마구 합니다': '활용 방법'}"
9424,유통 기한이 길어서 만약의 경우를 위해 구입하곤합니다 ,{'유통 기한이 길어서 만약의 경우를 위해 구입하곤합니다': '보관'}
9425,"2개 사서 네 식구 배불리 먹었어요
국물도 많아요","{'2개 사서 네 식구 배불리 먹었어요': '양', '국물도 많아요': '양'}"
9426,"와우
한 팩에 소 꼬리가 생각 그 이상 
1011개 정도나 들어 있네요
냄새 없고 부드러워요 ","{'한 팩에 소 꼬리가 생각 그 이상': '양', '1011개 정도나 들어 있네요': '양', '냄새 없고 부드러워요': '맛/향/풍미'}"
9427,소꼬리 곰탕은 집에서 끓여 먹기 어려운데 진실된 손맛에서 나온 인삼까지 넣은 소꼬리 곰탕은 기름기도 별로 없고 고기도 부드럽게 잘 삶 겨서 맛있어요 ,"{'소꼬리 곰탕은 집에서 끓여 먹기 어려운데': '활용 방법', '진실된 손맛에서 나온 인삼까지 넣은 소꼬리 곰탕은 기름기도 별로 없고': '맛/향/풍미', '고기도 부드럽게 잘 삶 겨서 맛있어요': '맛/향/풍미'}"
9428,진실된 손맛 제품 맛있던데 기대되요,{'진실된 손맛 제품 맛있던데': '맛/향/풍미'}
9429,잘 받았습니다 감사 합,{}
9430,꼬리 곰탕 너무 진하고 맛있어요,{'꼬리 곰탕 너무 진하고 맛있어요': '맛/향/풍미'}
9431,냉장고에 계속 쟁여 놉니다 맛있고 든든해요,"{'냉장고에 계속 쟁여 놉니다': '보관', '맛있고 든든해요': '맛/향/풍미'}"
